Simulation,Step,Space,Star,Planet,Asteroid,Energy,Black_Hole,Antimatter
0,512,26331,669,901,3190,1360,7549,0
0,513,26294,667,904,3199,1347,7589,0
0,514,26264,666,905,3192,1349,7624,0
0,515,26268,662,900,3188,1338,7644,0
0,516,26232,659,900,3191,1339,7679,0
0,517,26249,659,897,3178,1311,7706,0
0,518,26229,657,897,3173,1303,7741,0
0,519,26210,655,897,3175,1291,7772,0
0,520,26197,649,897,3162,1296,7799,0
0,521,26165,648,896,3160,1299,7832,0
0,522,26150,648,897,3144,1284,7877,0
0,523,26105,648,900,3135,1295,7917,0
0,524,26116,647,901,3131,1265,7940,0
0,525,26081,647,901,3132,1260,7979,0
0,526,26045,647,899,3129,1263,8017,0
0,527,26022,643,895,3127,1266,8047,0
0,528,25997,644,895,3126,1263,8075,0
0,529,25977,645,890,3121,1261,8106,0
0,530,25924,646,887,3120,1278,8145,0
0,531,25915,642,886,3111,1273,8173,0
0,532,25905,638,886,3099,1268,8204,0
0,533,25887,637,887,3093,1257,8239,0
0,534,25869,636,886,3092,1250,8267,0
0,535,25840,635,885,3092,1249,8299,0
0,536,25802,634,885,3087,1241,8351,0
0,537,25785,634,883,3079,1234,8385,0
0,538,25761,631,880,3078,1232,8418,0
0,539,25748,628,880,3072,1220,8452,0
0,540,25727,625,878,3059,1220,8491,0
0,541,25694,623,879,3051,1229,8524,0
0,542,25675,622,878,3048,1218,8559,0
0,543,25671,621,876,3042,1199,8591,0
0,544,25635,619,877,3026,1204,8639,0
0,545,25625,619,876,3014,1194,8672,0
0,546,25599,620,876,3013,1189,8703,0
0,547,25582,619,875,3009,1179,8736,0
0,548,25577,619,872,3002,1165,8765,0
0,549,25550,620,871,2991,1178,8790,0
0,550,25526,620,871,2985,1175,8823,0
0,551,25500,621,871,2985,1171,8852,0
0,552,25464,620,871,2976,1161,8908,0
0,553,25450,621,870,2961,1145,8953,0
0,554,25418,621,868,2961,1146,8986,0
0,555,25400,619,869,2948,1141,9023,0
0,556,25368,617,870,2941,1133,9071,0
0,557,25357,614,868,2929,1129,9103,0
0,558,25326,612,863,2925,1131,9143,0
0,559,25318,612,862,2909,1127,9172,0
0,560,25290,610,860,2912,1118,9210,0
0,561,25269,609,860,2909,1104,9249,0
0,562,25233,607,859,2901,1109,9291,0
0,563,25216,607,858,2903,1096,9320,0
0,564,25178,609,856,2899,1097,9361,0
0,565,25147,606,854,2886,1099,9408,0
0,566,25135,603,851,2881,1091,9439,0
0,567,25121,600,850,2873,1079,9477,0
0,568,25087,599,850,2875,1081,9508,0
0,569,25048,600,851,2867,1085,9549,0
0,570,25025,600,847,2860,1077,9591,0
0,571,25003,600,844,2853,1068,9632,0
0,572,24972,599,844,2846,1079,9660,0
0,573,24927,597,847,2842,1077,9710,0
0,574,24901,595,845,2827,1074,9758,0
0,575,24855,593,846,2826,1084,9796,0
0,576,24830,590,847,2818,1083,9832,0
0,577,24792,590,846,2817,1084,9871,0
0,578,24778,588,845,2813,1079,9897,0
0,579,24761,587,844,2806,1072,9930,0
0,580,24733,588,844,2801,1070,9964,0
0,581,24704,586,843,2798,1070,9999,0
0,582,24673,585,844,2789,1072,10037,0
0,583,24651,586,845,2779,1059,10080,0
0,584,24597,583,841,2775,1071,10133,0
0,585,24556,583,840,2770,1079,10172,0
0,586,24536,580,835,2760,1076,10213,0
0,587,24520,579,828,2760,1063,10250,0
0,588,24496,578,825,2759,1057,10285,0
0,589,24468,580,823,2757,1046,10326,0
0,590,24431,581,822,2751,1047,10368,0
