Simulation,Step,Space,Star,Planet,Asteroid,Energy,Black_Hole,Antimatter
0,307,29937,871,1282,4194,2081,1635,0
0,308,29948,869,1280,4197,2058,1648,0
0,309,29941,864,1282,4201,2052,1660,0
0,310,29924,861,1284,4199,2058,1674,0
0,311,29912,859,1284,4203,2058,1684,0
0,312,29927,857,1283,4206,2031,1696,0
0,313,29913,857,1282,4204,2039,1705,0
0,314,29888,859,1278,4215,2046,1714,0
0,315,29866,857,1280,4216,2057,1724,0
0,316,29855,855,1280,4212,2066,1732,0
0,317,29845,858,1275,4214,2065,1743,0
0,318,29866,860,1274,4217,2025,1758,0
0,319,29865,858,1274,4214,2021,1768,0
0,320,29858,855,1272,4211,2016,1788,0
0,321,29848,852,1272,4202,2022,1804,0
0,322,29848,848,1273,4200,2020,1811,0
0,323,29863,847,1270,4196,2002,1822,0
0,324,29850,845,1275,4200,1995,1835,0
0,325,29847,846,1270,4202,1985,1850,0
0,326,29856,846,1268,4199,1965,1866,0
0,327,29837,844,1267,4194,1981,1877,0
0,328,29819,841,1265,4198,1987,1890,0
0,329,29794,839,1267,4201,1998,1901,0
0,330,29796,841,1264,4203,1980,1916,0
0,331,29803,840,1265,4202,1963,1927,0
0,332,29810,838,1268,4204,1946,1934,0
0,333,29801,837,1273,4203,1944,1942,0
0,334,29804,837,1274,4206,1926,1953,0
0,335,29812,835,1272,4202,1921,1958,0
0,336,29804,832,1269,4201,1924,1970,0
0,337,29798,832,1271,4206,1911,1982,0
0,338,29756,831,1271,4212,1936,1994,0
0,339,29739,830,1270,4220,1936,2005,0
0,340,29732,829,1267,4224,1936,2012,0
0,341,29733,829,1269,4221,1921,2027,0
0,342,29731,828,1268,4220,1912,2041,0
0,343,29707,825,1271,4231,1912,2054,0
0,344,29695,823,1270,4226,1919,2067,0
0,345,29705,821,1269,4229,1897,2079,0
0,346,29705,821,1269,4228,1890,2087,0
0,347,29693,821,1272,4232,1885,2097,0
0,348,29683,822,1270,4233,1885,2107,0
0,349,29690,822,1271,4240,1859,2118,0
0,350,29706,821,1271,4230,1848,2124,0
0,351,29688,820,1272,4222,1860,2138,0
0,352,29681,818,1272,4218,1861,2150,0
0,353,29655,816,1274,4214,1879,2162,0
0,354,29633,813,1274,4223,1875,2182,0
0,355,29625,815,1272,4225,1869,2194,0
0,356,29626,814,1272,4227,1853,2208,0
0,357,29602,813,1273,4224,1867,2221,0
0,358,29591,813,1271,4234,1851,2240,0
0,359,29573,812,1268,4233,1860,2254,0
0,360,29559,813,1266,4231,1865,2266,0
0,361,29553,813,1267,4226,1860,2281,0
0,362,29545,812,1266,4232,1848,2297,0
0,363,29533,812,1264,4226,1853,2312,0
0,364,29529,809,1266,4228,1845,2323,0
0,365,29517,809,1263,4233,1839,2339,0
0,366,29514,811,1264,4229,1832,2350,0
0,367,29497,811,1267,4229,1836,2360,0
0,368,29496,811,1262,4225,1829,2377,0
0,369,29463,811,1261,4225,1844,2396,0
0,370,29461,813,1258,4226,1832,2410,0
0,371,29465,811,1255,4221,1822,2426,0
0,372,29457,810,1252,4223,1819,2439,0
0,373,29436,808,1251,4230,1824,2451,0
0,374,29433,808,1248,4234,1807,2470,0
0,375,29432,807,1249,4226,1808,2478,0
0,376,29417,805,1252,4220,1813,2493,0
0,377,29414,804,1253,4213,1804,2512,0
0,378,29388,803,1251,4213,1816,2529,0
0,379,29376,801,1253,4210,1820,2540,0
0,380,29357,802,1253,4215,1812,2561,0
0,381,29322,806,1250,4219,1824,2579,0
0,382,29319,808,1247,4218,1815,2593,0
0,383,29285,808,1245,4220,1835,2607,0
0,384,29271,810,1243,4220,1827,2629,0
0,385,29239,808,1243,4225,1840,2645,0
0,386,29243,807,1241,4226,1821,2662,0
0,387,29246,805,1239,4221,1811,2678,0
0,388,29262,802,1243,4207,1793,2693,0
0,389,29245,804,1238,4218,1780,2715,0
0,390,29240,805,1239,4209,1773,2734,0
0,391,29239,805,1240,4204,1759,2753,0
0,392,29215,804,1241,4200,1765,2775,0
0,393,29215,801,1241,4197,1760,2786,0
0,394,29228,800,1241,4186,1750,2795,0
0,395,29216,801,1244,4181,1740,2818,0
0,396,29199,799,1243,4178,1750,2831,0
0,397,29180,798,1242,4176,1758,2846,0
0,398,29159,799,1239,4179,1757,2867,0
0,399,29155,799,1238,4177,1748,2883,0
0,400,29158,800,1237,4169,1728,2908,0
0,401,29171,799,1235,4168,1710,2917,0
0,402,29130,800,1234,4167,1735,2934,0
0,403,29101,798,1235,4165,1751,2950,0
0,404,29096,798,1236,4166,1735,2969,0
0,405,29079,797,1237,4168,1744,2975,0
0,406,29064,796,1238,4160,1753,2989,0
0,407,29040,797,1238,4155,1774,2996,0
0,408,29042,798,1240,4159,1748,3013,0
0,409,29020,798,1241,4161,1742,3038,0
0,410,29011,794,1242,4159,1735,3059,0
0,411,28986,796,1238,4162,1740,3078,0
0,412,28972,797,1240,4165,1734,3092,0
0,413,28937,796,1238,4167,1751,3111,0
0,414,28942,797,1238,4166,1728,3129,0
0,415,28915,797,1240,4168,1735,3145,0
0,416,28892,797,1243,4164,1748,3156,0
0,417,28884,797,1241,4154,1755,3169,0
0,418,28889,797,1239,4152,1735,3188,0
0,419,28872,798,1238,4156,1730,3206,0
0,420,28861,798,1238,4154,1723,3226,0
0,421,28814,798,1237,4157,1742,3252,0
0,422,28801,797,1237,4150,1744,3271,0
0,423,28792,795,1235,4142,1740,3296,0
0,424,28774,796,1230,4141,1755,3304,0
0,425,28765,796,1228,4138,1753,3320,0
0,426,28749,796,1230,4136,1756,3333,0
0,427,28724,793,1230,4137,1760,3356,0
0,428,28713,791,1229,4143,1749,3375,0
0,429,28710,791,1219,4148,1734,3398,0
0,430,28681,791,1217,4148,1756,3407,0
0,431,28666,788,1221,4151,1749,3425,0
0,432,28671,788,1222,4143,1734,3442,0
0,433,28643,788,1217,4151,1735,3466,0
0,434,28622,785,1219,4149,1740,3485,0
0,435,28633,784,1216,4138,1726,3503,0
0,436,28641,781,1213,4135,1708,3522,0
0,437,28629,779,1214,4128,1708,3542,0
0,438,28624,779,1216,4117,1703,3561,0
0,439,28597,781,1216,4112,1710,3584,0
0,440,28574,781,1214,4109,1713,3609,0
0,441,28559,781,1210,4112,1710,3628,0
0,442,28547,780,1214,4109,1699,3651,0
0,443,28541,782,1209,4110,1694,3664,0
0,444,28528,781,1210,4103,1700,3678,0
0,445,28534,780,1206,4100,1688,3692,0
0,446,28505,780,1200,4099,1706,3710,0
0,447,28483,779,1199,4100,1713,3726,0
0,448,28473,780,1200,4100,1705,3742,0
0,449,28441,779,1198,4100,1714,3768,0
0,450,28431,780,1195,4103,1702,3789,0
0,451,28419,779,1194,4106,1694,3808,0
0,452,28410,778,1195,4107,1675,3835,0
0,453,28403,776,1193,4104,1671,3853,0
0,454,28399,777,1191,4100,1660,3873,0
0,455,28388,780,1185,4092,1663,3892,0
0,456,28361,781,1185,4101,1653,3919,0
0,457,28361,782,1184,4097,1641,3935,0
0,458,28338,783,1184,4102,1629,3964,0
0,459,28329,779,1185,4102,1624,3981,0
0,460,28327,780,1181,4101,1608,4003,0
0,461,28326,779,1178,4088,1594,4035,0
0,462,28334,777,1173,4080,1582,4054,0
0,463,28317,775,1172,4065,1587,4084,0
0,464,28286,775,1173,4072,1586,4108,0
0,465,28273,773,1172,4063,1590,4129,0
0,466,28258,771,1175,4056,1590,4150,0
0,467,28245,770,1173,4052,1593,4167,0
0,468,28231,770,1171,4052,1592,4184,0
0,469,28226,769,1171,4049,1579,4206,0
0,470,28202,767,1170,4047,1577,4237,0
0,471,28198,766,1163,4040,1565,4268,0
0,472,28187,764,1162,4032,1562,4293,0
0,473,28171,763,1164,4021,1561,4320,0
0,474,28159,765,1156,4017,1565,4338,0
0,475,28157,763,1158,4014,1549,4359,0
0,476,28135,765,1157,4006,1554,4383,0
0,477,28106,765,1152,4007,1558,4412,0
0,478,28115,766,1146,4004,1537,4432,0
0,479,28105,768,1145,4000,1529,4453,0
0,480,28076,767,1144,3996,1537,4480,0
0,481,28066,768,1141,4001,1524,4500,0
0,482,28071,769,1134,3994,1514,4518,0
0,483,28055,770,1129,3991,1512,4543,0
0,484,28024,772,1124,3986,1527,4567,0
0,485,28012,767,1124,3984,1522,4591,0
0,486,28010,761,1123,3970,1523,4613,0
0,487,28018,757,1120,3953,1519,4633,0
0,488,28008,756,1120,3956,1499,4661,0
0,489,27985,756,1121,3954,1502,4682,0
0,490,27987,757,1118,3943,1492,4703,0
0,491,27981,754,1116,3935,1488,4726,0
0,492,27992,751,1117,3928,1468,4744,0
0,493,27974,750,1121,3913,1468,4774,0
0,494,27946,749,1120,3908,1475,4802,0
0,495,27932,750,1120,3894,1478,4826,0
0,496,27930,749,1123,3886,1463,4849,0
0,497,27918,747,1118,3884,1463,4870,0
0,498,27892,747,1116,3878,1471,4896,0
0,499,27861,745,1117,3869,1488,4920,0
0,500,27855,743,1117,3867,1476,4942,0
0,501,27845,741,1119,3863,1467,4965,0
0,502,27849,739,1114,3857,1449,4992,0
0,503,27848,740,1112,3843,1448,5009,0
0,504,27827,738,1113,3841,1446,5035,0
0,505,27811,738,1112,3832,1444,5063,0
0,506,27788,734,1115,3830,1443,5090,0
0,507,27777,731,1115,3817,1445,5115,0
0,508,27767,733,1111,3807,1439,5143,0
0,509,27768,729,1109,3795,1431,5168,0
0,510,27751,729,1108,3789,1431,5192,0
0,511,27729,729,1105,3787,1433,5217,0
0,512,27717,728,1104,3777,1428,5246,0
0,513,27709,724,1102,3768,1422,5275,0
0,514,27712,723,1099,3754,1410,5302,0
0,515,27692,723,1097,3755,1409,5324,0
0,516,27680,721,1098,3749,1399,5353,0
0,517,27679,718,1094,3749,1387,5373,0
0,518,27651,715,1094,3750,1386,5404,0
0,519,27630,711,1095,3741,1390,5433,0
0,520,27624,710,1093,3730,1381,5462,0
0,521,27596,707,1094,3729,1384,5490,0
0,522,27585,708,1095,3714,1388,5510,0
0,523,27584,705,1093,3703,1383,5532,0
0,524,27568,706,1091,3696,1385,5554,0
0,525,27551,707,1089,3693,1386,5574,0
0,526,27517,704,1088,3699,1387,5605,0
0,527,27516,702,1085,3690,1373,5634,0
0,528,27526,702,1078,3681,1356,5657,0
0,529,27498,702,1075,3677,1360,5688,0
0,530,27489,705,1067,3673,1353,5713,0
0,531,27469,704,1063,3671,1359,5734,0
0,532,27443,703,1058,3671,1361,5764,0
0,533,27436,703,1057,3667,1351,5786,0
0,534,27413,699,1054,3662,1361,5811,0
0,535,27385,698,1056,3665,1356,5840,0
0,536,27381,694,1054,3651,1351,5869,0
0,537,27375,695,1053,3638,1341,5898,0
0,538,27353,691,1051,3638,1346,5921,0
0,539,27335,690,1050,3628,1355,5942,0
0,540,27314,690,1046,3623,1354,5973,0
0,541,27310,689,1044,3620,1346,5991,0
0,542,27286,689,1044,3604,1350,6027,0
0,543,27267,689,1043,3604,1341,6056,0
0,544,27244,690,1041,3604,1337,6084,0
0,545,27244,691,1035,3596,1321,6113,0
0,546,27222,687,1037,3597,1308,6149,0
0,547,27217,686,1035,3586,1304,6172,0
0,548,27194,687,1037,3580,1299,6203,0
0,549,27181,686,1036,3574,1295,6228,0
0,550,27153,688,1033,3570,1290,6266,0
0,551,27119,689,1033,3568,1294,6297,0
0,552,27106,687,1031,3567,1289,6320,0
0,553,27085,686,1029,3562,1284,6354,0
0,554,27064,685,1024,3558,1296,6373,0
0,555,27050,682,1024,3550,1293,6401,0
0,556,27054,683,1021,3545,1275,6422,0
0,557,27020,683,1018,3551,1272,6456,0
0,558,27002,682,1018,3541,1275,6482,0
0,559,26996,682,1015,3533,1266,6508,0
0,560,26963,679,1020,3527,1263,6548,0
0,561,26933,678,1022,3518,1276,6573,0
0,562,26910,678,1018,3514,1273,6607,0
0,563,26876,679,1018,3506,1277,6644,0
0,564,26851,675,1018,3493,1277,6686,0
0,565,26835,674,1020,3486,1266,6719,0
0,566,26850,671,1018,3467,1256,6738,0
0,567,26843,672,1016,3450,1258,6761,0
0,568,26834,671,1016,3444,1255,6780,0
0,569,26826,675,1011,3435,1248,6805,0
0,570,26811,675,1014,3420,1247,6833,0
0,571,26790,675,1015,3415,1241,6864,0
0,572,26780,668,1017,3416,1225,6894,0
0,573,26772,668,1015,3413,1210,6922,0
0,574,26772,666,1013,3403,1201,6945,0
0,575,26757,666,1011,3403,1185,6978,0
0,576,26738,663,1011,3397,1192,6999,0
0,577,26719,659,1012,3388,1191,7031,0
0,578,26714,655,1014,3380,1172,7065,0
0,579,26710,655,1013,3376,1157,7089,0
0,580,26701,653,1010,3375,1145,7116,0
0,581,26700,651,1006,3360,1133,7150,0
0,582,26706,650,1004,3351,1118,7171,0
0,583,26700,649,1002,3341,1107,7201,0
0,584,26678,651,1001,3331,1108,7231,0
0,585,26662,648,996,3325,1105,7264,0
0,586,26640,643,997,3315,1108,7297,0
0,587,26626,642,996,3309,1104,7323,0
0,588,26596,641,998,3302,1113,7350,0
0,589,26584,635,995,3299,1107,7380,0
0,590,26585,634,991,3287,1094,7409,0
0,591,26581,632,991,3280,1085,7431,0
0,592,26558,633,989,3271,1095,7454,0
0,593,26556,631,989,3257,1089,7478,0
0,594,26552,632,987,3248,1081,7500,0
0,595,26512,633,987,3248,1091,7529,0
0,596,26497,635,986,3246,1087,7549,0
0,597,26470,635,984,3250,1083,7578,0
0,598,26453,636,986,3245,1081,7599,0
0,599,26429,636,987,3242,1074,7632,0
0,600,26403,634,986,3238,1079,7660,0
0,601,26396,632,980,3229,1079,7684,0
0,602,26381,631,979,3221,1074,7714,0
