Generation,Individual,Fitness,Density,Avg_Neighbors
33,25,5504,0.5024,4.0192
33,26,6623,0.4984,3.9872
33,27,6080,0.4952,3.9616
33,28,5988,0.4836,3.8688
33,29,6437,0.478,3.824
33,30,5683,0.4912,3.9296
33,31,6265,0.4776,3.8208
33,32,5902,0.4844,3.8752
33,33,6246,0.4708,3.7664
33,34,6030,0.4892,3.9136
33,35,5584,0.4932,3.9456
33,36,6404,0.4896,3.9168
33,37,6206,0.476,3.808
33,38,5856,0.4864,3.8912
33,39,6081,0.4912,3.9296
33,40,6175,0.4888,3.9104
33,41,6303,0.4848,3.8784
33,42,5965,0.4808,3.8464
33,43,6140,0.4828,3.8624
33,44,5796,0.4944,3.9552
33,45,6182,0.4908,3.9264
33,46,5637,0.4676,3.7408
33,47,5881,0.4808,3.8464
33,48,5565,0.4844,3.8752
33,49,5746,0.4952,3.9616
34,0,6010,0.4932,3.9456
34,1,6504,0.4772,3.8176
34,2,6010,0.48,3.84
34,3,6111,0.4752,3.8016
34,4,5819,0.4888,3.9104
34,5,5415,0.4968,3.9744
34,6,6285,0.4792,3.8336
34,7,6217,0.474,3.792
34,8,6156,0.4772,3.8176
34,9,6093,0.4824,3.8592
34,10,5995,0.488,3.904
34,11,6521,0.4828,3.8624
34,12,5803,0.4876,3.9008
34,13,6018,0.4792,3.8336
34,14,6249,0.4996,3.9968
34,15,5850,0.4856,3.8848
34,16,6437,0.486,3.888
34,17,5872,0.49,3.92
34,18,6589,0.4832,3.8656
34,19,5803,0.4952,3.9616
34,20,5703,0.4812,3.8496
34,21,5974,0.4864,3.8912
34,22,6541,0.4652,3.7216
34,23,6043,0.4936,3.9488
34,24,5813,0.4836,3.8688
34,25,5699,0.4836,3.8688
34,26,6604,0.4756,3.8048
34,27,5905,0.484,3.872
34,28,5706,0.4832,3.8656
34,29,5783,0.4744,3.7952
34,30,6217,0.4904,3.9232
34,31,5839,0.4892,3.9136
34,32,6148,0.4936,3.9488
34,33,5610,0.4728,3.7824
34,34,6252,0.4812,3.8496
34,35,6222,0.4896,3.9168
34,36,6160,0.4896,3.9168
34,37,5588,0.4932,3.9456
34,38,6166,0.4908,3.9264
34,39,6248,0.4872,3.8976
34,40,6396,0.4756,3.8048
34,41,6078,0.4848,3.8784
34,42,5853,0.5004,4.0032
34,43,5749,0.4872,3.8976
34,44,5567,0.5,4.0
34,45,5384,0.5144,4.1152
34,46,5965,0.4916,3.9328
34,47,6296,0.4952,3.9616
34,48,5592,0.4828,3.8624
34,49,6480,0.4816,3.8528
35,0,6345,0.4808,3.8464
35,1,5768,0.49,3.92
35,2,6194,0.4776,3.8208
35,3,5930,0.4852,3.8816
35,4,5588,0.498,3.984
35,5,5744,0.4916,3.9328
35,6,5929,0.494,3.952
35,7,6513,0.476,3.808
35,8,6118,0.4812,3.8496
35,9,5988,0.4844,3.8752
35,10,6541,0.4696,3.7568
35,11,5464,0.4944,3.9552
35,12,6063,0.4792,3.8336
35,13,6101,0.4792,3.8336
35,14,5705,0.4968,3.9744
35,15,5806,0.4788,3.8304
35,16,5684,0.4868,3.8944
35,17,6081,0.4776,3.8208
35,18,6123,0.4888,3.9104
35,19,5717,0.4884,3.9072
35,20,6487,0.4792,3.8336
35,21,5925,0.4892,3.9136
35,22,6308,0.4876,3.9008
35,23,5693,0.4956,3.9648
35,24,6364,0.482,3.856
35,25,6247,0.4764,3.8112
35,26,5925,0.4868,3.8944
35,27,6467,0.4852,3.8816
35,28,5865,0.5012,4.0096
35,29,6373,0.4764,3.8112
35,30,6437,0.4948,3.9584
35,31,6205,0.4756,3.8048
35,32,5912,0.4964,3.9712
35,33,5906,0.5,4.0
35,34,6084,0.4964,3.9712
35,35,6266,0.4832,3.8656
35,36,6142,0.4772,3.8176
35,37,6464,0.4744,3.7952
35,38,6133,0.4824,3.8592
35,39,6278,0.4864,3.8912
35,40,6011,0.4728,3.7824
35,41,6084,0.4924,3.9392
35,42,5854,0.4904,3.9232
35,43,6252,0.4888,3.9104
35,44,5861,0.4868,3.8944
35,45,6489,0.4768,3.8144
35,46,6473,0.478,3.824
35,47,6174,0.4924,3.9392
35,48,6177,0.4708,3.7664
35,49,5740,0.4768,3.8144
36,0,6153,0.488,3.904
36,1,6770,0.4724,3.7792
36,2,5637,0.4876,3.9008
36,3,6301,0.4804,3.8432
36,4,5696,0.4924,3.9392
36,5,5837,0.484,3.872
36,6,6060,0.48,3.84
36,7,6187,0.482,3.856
36,8,6045,0.4828,3.8624
36,9,5910,0.4788,3.8304
36,10,6151,0.4896,3.9168
36,11,6546,0.4784,3.8272
36,12,6222,0.4916,3.9328
36,13,6696,0.476,3.808
36,14,5605,0.48,3.84
36,15,5964,0.4908,3.9264
36,16,6064,0.4936,3.9488
36,17,5375,0.496,3.968
36,18,5903,0.4856,3.8848
36,19,5888,0.4848,3.8784
36,20,6283,0.49,3.92
36,21,6193,0.484,3.872
36,22,6069,0.4796,3.8368
36,23,6596,0.4732,3.7856
36,24,5540,0.4796,3.8368
36,25,6555,0.4732,3.7856
36,26,6039,0.4876,3.9008
36,27,5706,0.4848,3.8784
36,28,6341,0.4824,3.8592
36,29,6254,0.4808,3.8464
36,30,5968,0.4716,3.7728
36,31,6214,0.4828,3.8624
36,32,6254,0.4844,3.8752
36,33,6147,0.4836,3.8688
36,34,6359,0.4832,3.8656
36,35,6022,0.48,3.84
36,36,5910,0.4796,3.8368
36,37,5750,0.4848,3.8784
36,38,6000,0.478,3.824
36,39,6116,0.496,3.968
36,40,5646,0.5,4.0
36,41,6116,0.5016,4.0128
36,42,5551,0.5076,4.0608
36,43,6141,0.4928,3.9424
36,44,5892,0.4804,3.8432
36,45,6100,0.494,3.952
36,46,6230,0.4736,3.7888
36,47,6255,0.4688,3.7504
36,48,5961,0.49,3.92
36,49,6385,0.4672,3.7376
37,0,6182,0.4912,3.9296
37,1,6084,0.4976,3.9808
37,2,5995,0.4824,3.8592
37,3,6209,0.4772,3.8176
37,4,6561,0.4884,3.9072
37,5,6705,0.4708,3.7664
37,6,6087,0.4756,3.8048
37,7,6461,0.474,3.792
37,8,6308,0.4896,3.9168
37,9,5913,0.482,3.856
37,10,6255,0.4884,3.9072
37,11,6268,0.4916,3.9328
37,12,6311,0.484,3.872
37,13,6586,0.478,3.824
37,14,5666,0.4908,3.9264
37,15,6046,0.4784,3.8272
37,16,5725,0.4856,3.8848
37,17,5855,0.488,3.904
37,18,6157,0.4788,3.8304
37,19,6571,0.4728,3.7824
37,20,5987,0.4784,3.8272
37,21,6562,0.4804,3.8432
37,22,6068,0.4824,3.8592
37,23,5757,0.498,3.984
37,24,5575,0.4876,3.9008
37,25,6391,0.4828,3.8624
37,26,6239,0.478,3.824
37,27,6068,0.4804,3.8432
37,28,6420,0.4736,3.7888
37,29,6321,0.4748,3.7984
37,30,5907,0.48,3.84
37,31,5452,0.4804,3.8432
37,32,6105,0.4816,3.8528
37,33,6091,0.4792,3.8336
37,34,5998,0.4964,3.9712
37,35,6242,0.4812,3.8496
37,36,6301,0.488,3.904
37,37,5925,0.492,3.936
37,38,6149,0.4852,3.8816
37,39,5550,0.4904,3.9232
37,40,5523,0.488,3.904
37,41,5962,0.4736,3.7888
37,42,6034,0.4936,3.9488
37,43,5616,0.4892,3.9136
37,44,5798,0.4836,3.8688
37,45,6762,0.476,3.808
37,46,5615,0.4928,3.9424
37,47,5959,0.4924,3.9392
37,48,6477,0.4804,3.8432
37,49,6128,0.4852,3.8816
38,0,6229,0.4864,3.8912
38,1,5484,0.4812,3.8496
38,2,6139,0.4724,3.7792
38,3,6185,0.4648,3.7184
38,4,5915,0.4964,3.9712
38,5,6043,0.4792,3.8336
38,6,5935,0.4964,3.9712
38,7,6206,0.484,3.872
38,8,5625,0.4928,3.9424
38,9,6085,0.4804,3.8432
38,10,6271,0.4796,3.8368
38,11,6046,0.4864,3.8912
38,12,5627,0.48,3.84
38,13,6544,0.472,3.776
38,14,6221,0.482,3.856
38,15,6257,0.4704,3.7632
38,16,6506,0.4712,3.7696
38,17,6100,0.4796,3.8368
38,18,6517,0.4772,3.8176
38,19,6294,0.4772,3.8176
38,20,6367,0.4816,3.8528
38,21,6614,0.4884,3.9072
38,22,5517,0.486,3.888
38,23,6869,0.4884,3.9072
38,24,5834,0.4924,3.9392
38,25,5547,0.4832,3.8656
38,26,5843,0.4896,3.9168
38,27,6447,0.4836,3.8688
38,28,6073,0.4864,3.8912
38,29,6240,0.478,3.824
38,30,5148,0.492,3.936
38,31,6072,0.4844,3.8752
38,32,4930,0.5168,4.1344
38,33,6042,0.494,3.952
38,34,6154,0.4756,3.8048
38,35,6238,0.4868,3.8944
38,36,6399,0.4812,3.8496
38,37,5636,0.484,3.872
38,38,6583,0.4616,3.6928
38,39,5593,0.4872,3.8976
38,40,6251,0.4864,3.8912
38,41,6014,0.482,3.856
38,42,5927,0.492,3.936
38,43,6396,0.4804,3.8432
38,44,6347,0.462,3.696
38,45,6272,0.4888,3.9104
38,46,5482,0.4888,3.9104
38,47,6622,0.4784,3.8272
38,48,6742,0.4728,3.7824
38,49,6441,0.4792,3.8336
39,0,6281,0.4744,3.7952
39,1,6340,0.4788,3.8304
39,2,6380,0.4904,3.9232
39,3,6259,0.4804,3.8432
39,4,6206,0.4784,3.8272
39,5,6068,0.474,3.792
39,6,6227,0.4952,3.9616
39,7,6344,0.4864,3.8912
39,8,6702,0.4788,3.8304
39,9,6169,0.4844,3.8752
39,10,5911,0.486,3.888
39,11,6178,0.4836,3.8688
39,12,6181,0.4744,3.7952
39,13,6343,0.4792,3.8336
39,14,6183,0.4828,3.8624
39,15,6799,0.4888,3.9104
39,16,6392,0.4788,3.8304
39,17,6183,0.492,3.936
39,18,5957,0.4856,3.8848
39,19,6264,0.47,3.76
39,20,6137,0.4952,3.9616
39,21,6170,0.4928,3.9424
39,22,6310,0.4848,3.8784
39,23,5613,0.4844,3.8752
39,24,6189,0.5008,4.0064
39,25,6249,0.478,3.824
39,26,5725,0.4812,3.8496
39,27,6224,0.4824,3.8592
39,28,5706,0.4952,3.9616
39,29,6045,0.4916,3.9328
39,30,6139,0.4776,3.8208
39,31,6523,0.472,3.776
39,32,6121,0.4728,3.7824
39,33,6403,0.486,3.888
39,34,5987,0.4792,3.8336
39,35,6569,0.4896,3.9168
39,36,5748,0.49,3.92
39,37,5813,0.4896,3.9168
39,38,6029,0.486,3.888
39,39,6267,0.472,3.776
39,40,6260,0.4996,3.9968
39,41,6661,0.4548,3.6384
39,42,6296,0.464,3.712
39,43,5857,0.4928,3.9424
39,44,6287,0.4832,3.8656
39,45,5700,0.49,3.92
39,46,6009,0.4796,3.8368
39,47,6379,0.4992,3.9936
39,48,5964,0.5024,4.0192
39,49,6288,0.4996,3.9968
40,0,6138,0.478,3.824
40,1,6166,0.482,3.856
40,2,5898,0.4948,3.9584
40,3,5858,0.4904,3.9232
40,4,6228,0.4856,3.8848
40,5,6375,0.4884,3.9072
40,6,6431,0.4748,3.7984
40,7,6041,0.4732,3.7856
40,8,5894,0.482,3.856
40,9,6102,0.4876,3.9008
40,10,6361,0.4648,3.7184
40,11,6601,0.4748,3.7984
40,12,6073,0.4952,3.9616
40,13,6366,0.4896,3.9168
40,14,6303,0.49,3.92
40,15,5522,0.4852,3.8816
40,16,6051,0.476,3.808
40,17,6505,0.4788,3.8304
40,18,6332,0.4836,3.8688
40,19,6510,0.4948,3.9584
40,20,6303,0.4768,3.8144
40,21,5857,0.4796,3.8368
40,22,6614,0.4904,3.9232
40,23,5936,0.5132,4.1056
40,24,5934,0.4948,3.9584
40,25,5624,0.5044,4.0352
40,26,6044,0.4876,3.9008
40,27,6282,0.4896,3.9168
40,28,5759,0.4932,3.9456
40,29,5908,0.4732,3.7856
40,30,5437,0.4964,3.9712
40,31,6311,0.4904,3.9232
40,32,5734,0.5044,4.0352
40,33,6108,0.4856,3.8848
40,34,6232,0.4836,3.8688
40,35,5969,0.4908,3.9264
40,36,6331,0.4756,3.8048
40,37,5888,0.4912,3.9296
40,38,6062,0.4908,3.9264
40,39,6203,0.4896,3.9168
40,40,6104,0.4976,3.9808
40,41,5664,0.4844,3.8752
40,42,6118,0.4792,3.8336
40,43,6307,0.486,3.888
40,44,5866,0.4808,3.8464
40,45,6086,0.4896,3.9168
40,46,5934,0.504,4.032
40,47,6303,0.4808,3.8464
40,48,6456,0.4876,3.9008
40,49,6610,0.4752,3.8016
41,0,5931,0.4888,3.9104
41,1,5516,0.496,3.968
41,2,6022,0.4804,3.8432
41,3,5723,0.4848,3.8784
41,4,6302,0.4744,3.7952
41,5,5813,0.4944,3.9552
41,6,6532,0.484,3.872
41,7,6081,0.5016,4.0128
41,8,6214,0.4912,3.9296
41,9,5863,0.4972,3.9776
41,10,5844,0.4844,3.8752
41,11,6126,0.4704,3.7632
41,12,6289,0.4792,3.8336
41,13,5807,0.4856,3.8848
41,14,5528,0.4948,3.9584
41,15,6252,0.5004,4.0032
41,16,6316,0.4868,3.8944
41,17,5683,0.4856,3.8848
41,18,5790,0.4916,3.9328
41,19,6581,0.4768,3.8144
41,20,6059,0.48,3.84
41,21,6214,0.4864,3.8912
41,22,5783,0.4968,3.9744
41,23,5692,0.5048,4.0384
41,24,5921,0.4928,3.9424
41,25,6394,0.4812,3.8496
41,26,5718,0.4816,3.8528
41,27,6649,0.4748,3.7984
41,28,5991,0.478,3.824
41,29,6420,0.4704,3.7632
41,30,6556,0.4852,3.8816
41,31,6387,0.492,3.936
41,32,5909,0.5028,4.0224
41,33,5982,0.498,3.984
41,34,6337,0.476,3.808
41,35,6353,0.4788,3.8304
41,36,6535,0.4728,3.7824
41,37,5926,0.48,3.84
41,38,5848,0.488,3.904
41,39,5763,0.4916,3.9328
41,40,5819,0.5,4.0
41,41,5448,0.4908,3.9264
41,42,6246,0.4784,3.8272
41,43,5897,0.48,3.84
41,44,6410,0.478,3.824
41,45,5416,0.488,3.904
41,46,6357,0.4824,3.8592
41,47,6065,0.5004,4.0032
41,48,6272,0.4744,3.7952
41,49,5602,0.4984,3.9872
42,0,6532,0.4732,3.7856
42,1,6254,0.4692,3.7536
42,2,5547,0.4984,3.9872
42,3,6082,0.4872,3.8976
42,4,5887,0.4924,3.9392
42,5,6484,0.4812,3.8496
42,6,6611,0.4892,3.9136
42,7,5640,0.4924,3.9392
42,8,6329,0.4804,3.8432
42,9,6121,0.4876,3.9008
42,10,6371,0.4708,3.7664
42,11,6015,0.494,3.952
42,12,6163,0.4704,3.7632
42,13,6613,0.4684,3.7472
42,14,6720,0.474,3.792
42,15,5867,0.4924,3.9392
42,16,5804,0.486,3.888
42,17,6359,0.4944,3.9552
42,18,5910,0.4892,3.9136
42,19,5730,0.4964,3.9712
42,20,5874,0.4832,3.8656
42,21,5962,0.4812,3.8496
42,22,6048,0.4904,3.9232
42,23,5937,0.49,3.92
42,24,6130,0.4812,3.8496
42,25,6257,0.4772,3.8176
42,26,6074,0.4756,3.8048
42,27,6144,0.4808,3.8464
42,28,5649,0.4868,3.8944
42,29,5960,0.4864,3.8912
42,30,5847,0.5008,4.0064
42,31,6529,0.4876,3.9008
42,32,5684,0.466,3.728
42,33,6139,0.4924,3.9392
42,34,5790,0.4884,3.9072
42,35,6107,0.4792,3.8336
42,36,5748,0.4896,3.9168
42,37,6340,0.4796,3.8368
42,38,5811,0.4888,3.9104
42,39,6602,0.4784,3.8272
42,40,6475,0.4744,3.7952
42,41,6493,0.4824,3.8592
42,42,6439,0.474,3.792
42,43,6705,0.4668,3.7344
42,44,5368,0.4956,3.9648
42,45,6119,0.4928,3.9424
42,46,5623,0.5052,4.0416
42,47,5974,0.4972,3.9776
42,48,5830,0.48,3.84
42,49,6494,0.4796,3.8368
43,0,6725,0.4628,3.7024
43,1,5903,0.4848,3.8784
43,2,6549,0.4928,3.9424
43,3,6254,0.4816,3.8528
43,4,5990,0.4736,3.7888
43,5,6448,0.4704,3.7632
43,6,6009,0.4792,3.8336
43,7,6278,0.4816,3.8528
43,8,6134,0.4744,3.7952
43,9,6297,0.474,3.792
43,10,5866,0.486,3.888
43,11,6257,0.4716,3.7728
43,12,6533,0.4784,3.8272
43,13,6465,0.4808,3.8464
43,14,6186,0.4712,3.7696
43,15,6668,0.4888,3.9104
43,16,6477,0.4776,3.8208
43,17,5998,0.48,3.84
43,18,6583,0.476,3.808
43,19,6117,0.478,3.824
43,20,6397,0.4856,3.8848
43,21,5952,0.4856,3.8848
43,22,5636,0.5056,4.0448
43,23,6158,0.4752,3.8016
43,24,6269,0.4912,3.9296
43,25,6640,0.4696,3.7568
43,26,6445,0.4712,3.7696
43,27,6394,0.4676,3.7408
43,28,5691,0.4796,3.8368
43,29,5670,0.4996,3.9968
43,30,6254,0.4936,3.9488
43,31,6002,0.4668,3.7344
43,32,5847,0.4812,3.8496
43,33,6139,0.48,3.84
43,34,6300,0.5028,4.0224
43,35,6381,0.4948,3.9584
43,36,6162,0.4864,3.8912
43,37,6385,0.484,3.872
43,38,6255,0.4828,3.8624
43,39,6245,0.4956,3.9648
43,40,5902,0.4788,3.8304
43,41,6850,0.472,3.776
43,42,6391,0.47,3.76
43,43,5894,0.4884,3.9072
43,44,5700,0.498,3.984
43,45,6269,0.4764,3.8112
43,46,6343,0.4764,3.8112
43,47,6200,0.474,3.792
43,48,5991,0.498,3.984
43,49,6888,0.4716,3.7728
44,0,6376,0.484,3.872
44,1,5871,0.4924,3.9392
44,2,6161,0.46,3.68
44,3,6261,0.4652,3.7216
44,4,5927,0.4876,3.9008
44,5,6220,0.4708,3.7664
44,6,6007,0.4832,3.8656
44,7,6387,0.4692,3.7536
44,8,6041,0.484,3.872
44,9,6697,0.4736,3.7888
44,10,5989,0.4744,3.7952
44,11,6606,0.468,3.744
44,12,5813,0.4948,3.9584
44,13,6112,0.4924,3.9392
44,14,5945,0.4872,3.8976
44,15,6393,0.4824,3.8592
44,16,6549,0.4728,3.7824
44,17,6228,0.4852,3.8816
44,18,6492,0.4784,3.8272
44,19,5654,0.4872,3.8976
44,20,6121,0.488,3.904
44,21,6675,0.4616,3.6928
44,22,5763,0.4872,3.8976
44,23,6081,0.478,3.824
44,24,6254,0.4796,3.8368
44,25,6569,0.4652,3.7216
44,26,6181,0.4796,3.8368
44,27,5605,0.4816,3.8528
44,28,6038,0.486,3.888
44,29,6356,0.4804,3.8432
44,30,6331,0.4688,3.7504
44,31,6134,0.49,3.92
44,32,6373,0.474,3.792
44,33,5871,0.4768,3.8144
44,34,6077,0.4748,3.7984
44,35,5964,0.4776,3.8208
44,36,6315,0.4852,3.8816
44,37,5876,0.4852,3.8816
44,38,6429,0.4756,3.8048
44,39,6225,0.484,3.872
44,40,6060,0.4852,3.8816
44,41,6236,0.484,3.872
44,42,5928,0.4764,3.8112
44,43,5986,0.4976,3.9808
44,44,6260,0.4768,3.8144
44,45,5924,0.484,3.872
44,46,6707,0.4724,3.7792
44,47,6303,0.4836,3.8688
44,48,5731,0.4752,3.8016
44,49,6166,0.4816,3.8528
45,0,6383,0.4744,3.7952
45,1,6267,0.4676,3.7408
45,2,5783,0.4952,3.9616
45,3,6132,0.4944,3.9552
45,4,6080,0.4752,3.8016
45,5,6839,0.4752,3.8016
45,6,6352,0.4784,3.8272
45,7,5812,0.4836,3.8688
45,8,5841,0.496,3.968
45,9,5916,0.488,3.904
45,10,6270,0.458,3.664
45,11,6055,0.472,3.776
45,12,6441,0.4808,3.8464
45,13,6548,0.4744,3.7952
45,14,6362,0.4756,3.8048
45,15,6023,0.4844,3.8752
45,16,6350,0.4724,3.7792
45,17,6326,0.476,3.808
45,18,5677,0.4896,3.9168
45,19,6885,0.468,3.744
45,20,6461,0.4684,3.7472
45,21,6712,0.4732,3.7856
45,22,6665,0.4784,3.8272
45,23,6604,0.4832,3.8656
45,24,5959,0.4872,3.8976
45,25,6399,0.4828,3.8624
45,26,6475,0.4808,3.8464
45,27,6156,0.4692,3.7536
45,28,6759,0.4764,3.8112
45,29,6275,0.4624,3.6992
45,30,5790,0.4932,3.9456
45,31,6105,0.4752,3.8016
45,32,6518,0.4776,3.8208
45,33,6120,0.4632,3.7056
45,34,6196,0.4884,3.9072
45,35,6407,0.4796,3.8368
45,36,5568,0.4912,3.9296
45,37,6315,0.482,3.856
45,38,6095,0.4796,3.8368
45,39,6501,0.4916,3.9328
45,40,6565,0.4712,3.7696
45,41,6296,0.4796,3.8368
45,42,5968,0.4772,3.8176
45,43,6768,0.4784,3.8272
45,44,6043,0.4748,3.7984
45,45,5815,0.486,3.888
45,46,5922,0.4724,3.7792
45,47,5762,0.4736,3.7888
45,48,6354,0.48,3.84
45,49,6582,0.476,3.808
46,0,5954,0.486,3.888
46,1,6496,0.4836,3.8688
46,2,5957,0.4884,3.9072
46,3,6000,0.4884,3.9072
46,4,6167,0.4712,3.7696
46,5,6435,0.4784,3.8272
46,6,6282,0.4692,3.7536
46,7,5698,0.4924,3.9392
46,8,6147,0.484,3.872
46,9,6265,0.4916,3.9328
46,10,6068,0.488,3.904
46,11,6115,0.4872,3.8976
46,12,6278,0.486,3.888
46,13,6344,0.4808,3.8464
46,14,5799,0.4824,3.8592
46,15,6148,0.4928,3.9424
46,16,6456,0.4864,3.8912
46,17,6745,0.4808,3.8464
46,18,6005,0.4904,3.9232
46,19,6477,0.4808,3.8464
46,20,6418,0.4728,3.7824
46,21,5975,0.482,3.856
46,22,6193,0.4852,3.8816
46,23,5957,0.496,3.968
46,24,6285,0.4832,3.8656
46,25,6269,0.472,3.776
46,26,5899,0.482,3.856
46,27,6402,0.4712,3.7696
46,28,6148,0.4824,3.8592
46,29,5956,0.4836,3.8688
46,30,5922,0.4848,3.8784
46,31,5950,0.4772,3.8176
46,32,5922,0.4724,3.7792
46,33,5956,0.4792,3.8336
46,34,6558,0.4776,3.8208
46,35,6414,0.4672,3.7376
46,36,6044,0.4868,3.8944
46,37,6495,0.48,3.84
46,38,5661,0.4656,3.7248
46,39,5690,0.4928,3.9424
46,40,6076,0.4844,3.8752
46,41,6472,0.4812,3.8496
46,42,6042,0.4896,3.9168
46,43,5969,0.4968,3.9744
46,44,6281,0.4912,3.9296
46,45,6104,0.4924,3.9392
46,46,5850,0.4828,3.8624
46,47,6056,0.48,3.84
46,48,6449,0.4792,3.8336
46,49,5577,0.4776,3.8208
47,0,6281,0.4776,3.8208
47,1,5751,0.4924,3.9392
47,2,6313,0.4888,3.9104
47,3,6304,0.4772,3.8176
47,4,6450,0.4788,3.8304
47,5,6422,0.4972,3.9776
47,6,4997,0.4924,3.9392
47,7,6756,0.4684,3.7472
47,8,5677,0.4952,3.9616
47,9,5877,0.4876,3.9008
47,10,5748,0.486,3.888
47,11,6006,0.4804,3.8432
47,12,5938,0.4828,3.8624
47,13,6179,0.486,3.888
47,14,5990,0.4772,3.8176
47,15,6177,0.4796,3.8368
47,16,5798,0.4944,3.9552
47,17,6008,0.488,3.904
47,18,6428,0.46,3.68
47,19,6626,0.4676,3.7408
47,20,6573,0.4856,3.8848
47,21,6520,0.4872,3.8976
47,22,5633,0.492,3.936
47,23,6144,0.4896,3.9168
47,24,6072,0.49,3.92
47,25,6006,0.4876,3.9008
47,26,6207,0.4936,3.9488
47,27,6383,0.4712,3.7696
47,28,6461,0.4756,3.8048
47,29,6444,0.4888,3.9104
47,30,6602,0.468,3.744
47,31,6377,0.4868,3.8944
47,32,5720,0.4972,3.9776
47,33,6317,0.4832,3.8656
47,34,6006,0.4848,3.8784
47,35,5928,0.4924,3.9392
47,36,6051,0.4868,3.8944
47,37,5831,0.49,3.92
47,38,6398,0.4744,3.7952
47,39,5818,0.4908,3.9264
47,40,6702,0.4788,3.8304
47,41,6105,0.476,3.808
47,42,6031,0.4908,3.9264
47,43,6112,0.484,3.872
47,44,6475,0.4868,3.8944
47,45,5832,0.4836,3.8688
47,46,5915,0.4948,3.9584
47,47,6034,0.4776,3.8208
47,48,6221,0.492,3.936
47,49,5961,0.4976,3.9808
48,0,5844,0.4768,3.8144
48,1,5924,0.5036,4.0288
48,2,6281,0.4912,3.9296
48,3,5988,0.4804,3.8432
48,4,6258,0.4828,3.8624
48,5,6592,0.4688,3.7504
48,6,5768,0.4912,3.9296
48,7,5816,0.4992,3.9936
48,8,6235,0.4892,3.9136
48,9,6240,0.488,3.904
48,10,6427,0.484,3.872
48,11,6316,0.484,3.872
48,12,6552,0.4768,3.8144
48,13,5872,0.4732,3.7856
48,14,6461,0.482,3.856
48,15,6333,0.4636,3.7088
48,16,6159,0.4676,3.7408
48,17,5910,0.474,3.792
48,18,6131,0.4876,3.9008
48,19,6317,0.4752,3.8016
48,20,6325,0.4844,3.8752
48,21,6403,0.4752,3.8016
48,22,6475,0.4764,3.8112
48,23,6007,0.4768,3.8144
48,24,6443,0.48,3.84
48,25,6221,0.49,3.92
48,26,6104,0.4912,3.9296
48,27,6474,0.4884,3.9072
48,28,6457,0.4796,3.8368
48,29,5943,0.4808,3.8464
48,30,6034,0.4872,3.8976
48,31,6182,0.4732,3.7856
48,32,6303,0.4856,3.8848
48,33,6330,0.4888,3.9104
48,34,6704,0.4752,3.8016
48,35,6189,0.4868,3.8944
48,36,6582,0.4688,3.7504
48,37,6182,0.4876,3.9008
48,38,6680,0.4708,3.7664
48,39,5849,0.4776,3.8208
48,40,5754,0.4748,3.7984
48,41,6418,0.4796,3.8368
48,42,6437,0.4896,3.9168
48,43,5895,0.4988,3.9904
48,44,6656,0.4696,3.7568
48,45,6124,0.4904,3.9232
48,46,6167,0.4844,3.8752
48,47,6400,0.4868,3.8944
48,48,5972,0.4804,3.8432
48,49,5804,0.492,3.936
49,0,6047,0.4816,3.8528
49,1,6250,0.4736,3.7888
49,2,6261,0.4708,3.7664
49,3,6433,0.4812,3.8496
49,4,5761,0.4844,3.8752
49,5,5940,0.486,3.888
49,6,5785,0.4764,3.8112
49,7,5836,0.488,3.904
49,8,6355,0.4812,3.8496
49,9,6551,0.47,3.76
49,10,6109,0.4924,3.9392
49,11,6029,0.488,3.904
49,12,5983,0.4792,3.8336
49,13,6619,0.4748,3.7984
49,14,6189,0.484,3.872
49,15,6383,0.4744,3.7952
49,16,5765,0.4804,3.8432
49,17,6432,0.4728,3.7824
49,18,6378,0.4736,3.7888
49,19,6039,0.4808,3.8464
49,20,6195,0.4944,3.9552
49,21,6072,0.4656,3.7248
49,22,6288,0.4764,3.8112
49,23,6077,0.492,3.936
49,24,5696,0.4992,3.9936
49,25,6195,0.48,3.84
49,26,6097,0.4784,3.8272
49,27,6009,0.482,3.856
49,28,6956,0.458,3.664
49,29,6395,0.4792,3.8336
49,30,6625,0.4744,3.7952
49,31,6246,0.476,3.808
49,32,6493,0.4744,3.7952
49,33,5991,0.4752,3.8016
49,34,6001,0.4744,3.7952
49,35,5939,0.4892,3.9136
49,36,6008,0.4936,3.9488
49,37,6516,0.4872,3.8976
49,38,6233,0.4804,3.8432
49,39,6159,0.488,3.904
49,40,6044,0.4916,3.9328
49,41,6441,0.4848,3.8784
49,42,6788,0.46,3.68
49,43,6438,0.482,3.856
49,44,6573,0.4752,3.8016
49,45,5874,0.4888,3.9104
49,46,6818,0.4764,3.8112
49,47,6363,0.4784,3.8272
49,48,6371,0.4876,3.9008
49,49,6581,0.4788,3.8304
50,0,6332,0.48,3.84
50,1,6270,0.4804,3.8432
50,2,6002,0.4888,3.9104
50,3,6289,0.4676,3.7408
50,4,5638,0.492,3.936
50,5,6341,0.4748,3.7984
50,6,6175,0.4684,3.7472
50,7,6094,0.4804,3.8432
50,8,6788,0.4652,3.7216
50,9,6674,0.4624,3.6992
50,10,6407,0.4764,3.8112
50,11,5950,0.4756,3.8048
50,12,6218,0.4764,3.8112
50,13,6759,0.4764,3.8112
50,14,6567,0.488,3.904
50,15,6285,0.4668,3.7344
50,16,6312,0.4736,3.7888
