Generation,Individual,Fitness,Density,Avg_Neighbors
67,11,6648,0.4604,3.6832
67,12,5600,0.4912,3.9296
67,13,6254,0.4812,3.8496
67,14,5885,0.5056,4.0448
67,15,6154,0.4876,3.9008
67,16,5786,0.5,4.0
67,17,6102,0.482,3.856
67,18,5582,0.488,3.904
67,19,5808,0.4688,3.7504
67,20,6330,0.4836,3.8688
67,21,6306,0.4828,3.8624
67,22,5623,0.4904,3.9232
67,23,5943,0.4952,3.9616
67,24,6018,0.4912,3.9296
67,25,6358,0.4936,3.9488
67,26,5563,0.488,3.904
67,27,6122,0.4792,3.8336
67,28,6016,0.4864,3.8912
67,29,6274,0.4828,3.8624
67,30,6160,0.4816,3.8528
67,31,5689,0.494,3.952
67,32,6095,0.4852,3.8816
67,33,6358,0.4832,3.8656
67,34,6218,0.494,3.952
67,35,6454,0.4744,3.7952
67,36,6291,0.4724,3.7792
67,37,6014,0.4852,3.8816
67,38,5977,0.4864,3.8912
67,39,6175,0.4788,3.8304
67,40,6260,0.482,3.856
67,41,5972,0.4956,3.9648
67,42,6199,0.4752,3.8016
67,43,5886,0.4676,3.7408
67,44,6479,0.482,3.856
67,45,6446,0.4884,3.9072
67,46,6068,0.494,3.952
67,47,6231,0.4808,3.8464
67,48,6241,0.4756,3.8048
67,49,6452,0.4848,3.8784
68,0,5984,0.4872,3.8976
68,1,5759,0.486,3.888
68,2,6416,0.4756,3.8048
68,3,6194,0.4936,3.9488
68,4,6541,0.4744,3.7952
68,5,6209,0.498,3.984
68,6,6554,0.4712,3.7696
68,7,6358,0.4808,3.8464
68,8,5625,0.5096,4.0768
68,9,6020,0.4612,3.6896
68,10,5736,0.4896,3.9168
68,11,6194,0.4708,3.7664
68,12,6047,0.4796,3.8368
68,13,6626,0.4804,3.8432
68,14,5955,0.4884,3.9072
68,15,6242,0.4828,3.8624
68,16,5793,0.4848,3.8784
68,17,5923,0.4884,3.9072
68,18,6306,0.4648,3.7184
68,19,6486,0.4832,3.8656
68,20,6395,0.4652,3.7216
68,21,6425,0.4804,3.8432
68,22,6094,0.4916,3.9328
68,23,5590,0.4836,3.8688
68,24,6118,0.488,3.904
68,25,5918,0.5032,4.0256
68,26,6001,0.494,3.952
68,27,6297,0.4896,3.9168
68,28,5907,0.4896,3.9168
68,29,6189,0.4804,3.8432
68,30,5799,0.4776,3.8208
68,31,5926,0.4712,3.7696
68,32,6146,0.4744,3.7952
68,33,5910,0.4804,3.8432
68,34,6065,0.4768,3.8144
68,35,6436,0.4876,3.9008
68,36,6104,0.4976,3.9808
68,37,6223,0.4684,3.7472
68,38,5952,0.4812,3.8496
68,39,6394,0.4644,3.7152
68,40,6013,0.4828,3.8624
68,41,6115,0.4808,3.8464
68,42,6170,0.4812,3.8496
68,43,5768,0.4848,3.8784
68,44,6063,0.4848,3.8784
68,45,6328,0.48,3.84
68,46,6034,0.4884,3.9072
68,47,6034,0.4888,3.9104
68,48,6076,0.4828,3.8624
68,49,5958,0.4828,3.8624
69,0,5430,0.4992,3.9936
69,1,5972,0.4932,3.9456
69,2,6176,0.4852,3.8816
69,3,6356,0.4772,3.8176
69,4,6200,0.4872,3.8976
69,5,6174,0.4932,3.9456
69,6,5726,0.4832,3.8656
69,7,6143,0.4772,3.8176
69,8,6309,0.4772,3.8176
69,9,6284,0.4812,3.8496
69,10,6417,0.4844,3.8752
69,11,6693,0.474,3.792
69,12,6613,0.4792,3.8336
69,13,5992,0.494,3.952
69,14,6304,0.4648,3.7184
69,15,6067,0.4836,3.8688
69,16,6623,0.48,3.84
69,17,6224,0.472,3.776
69,18,6269,0.4892,3.9136
69,19,5262,0.4932,3.9456
69,20,6312,0.4784,3.8272
69,21,6006,0.4716,3.7728
69,22,6229,0.468,3.744
69,23,6263,0.4856,3.8848
69,24,6055,0.496,3.968
69,25,5985,0.4844,3.8752
69,26,6243,0.4744,3.7952
69,27,6165,0.4752,3.8016
69,28,6397,0.4704,3.7632
69,29,5792,0.5004,4.0032
69,30,6450,0.4688,3.7504
69,31,6549,0.4852,3.8816
69,32,6385,0.4684,3.7472
69,33,6248,0.4784,3.8272
69,34,6287,0.4768,3.8144
69,35,5392,0.482,3.856
69,36,5972,0.4876,3.9008
69,37,6011,0.4812,3.8496
69,38,5798,0.4836,3.8688
69,39,6121,0.4864,3.8912
69,40,5960,0.482,3.856
69,41,6375,0.492,3.936
69,42,5990,0.4824,3.8592
69,43,6860,0.478,3.824
69,44,6064,0.4796,3.8368
69,45,6176,0.4692,3.7536
69,46,6730,0.4672,3.7376
69,47,6442,0.476,3.808
69,48,6288,0.4804,3.8432
69,49,6163,0.4884,3.9072
70,0,5861,0.4904,3.9232
70,1,6169,0.4748,3.7984
70,2,6759,0.4628,3.7024
70,3,5789,0.4844,3.8752
70,4,6385,0.4844,3.8752
70,5,5929,0.4744,3.7952
70,6,6427,0.4752,3.8016
70,7,6710,0.48,3.84
70,8,5259,0.4952,3.9616
70,9,6685,0.4628,3.7024
70,10,5918,0.4808,3.8464
70,11,6282,0.4772,3.8176
70,12,6244,0.4824,3.8592
70,13,6087,0.4868,3.8944
70,14,6085,0.4884,3.9072
70,15,6508,0.4828,3.8624
70,16,6223,0.4836,3.8688
70,17,6110,0.478,3.824
70,18,6636,0.4724,3.7792
70,19,6045,0.4808,3.8464
70,20,5597,0.484,3.872
70,21,5416,0.4948,3.9584
70,22,6580,0.4852,3.8816
70,23,6511,0.4628,3.7024
70,24,5949,0.4852,3.8816
70,25,6122,0.472,3.776
70,26,6180,0.49,3.92
70,27,6221,0.4936,3.9488
70,28,6272,0.4748,3.7984
70,29,5740,0.4784,3.8272
70,30,5925,0.4816,3.8528
70,31,6288,0.466,3.728
70,32,6214,0.4876,3.9008
70,33,6397,0.4716,3.7728
70,34,5880,0.4848,3.8784
70,35,5963,0.4876,3.9008
70,36,6486,0.468,3.744
70,37,5887,0.472,3.776
70,38,5928,0.4764,3.8112
70,39,6236,0.486,3.888
70,40,5914,0.49,3.92
70,41,6067,0.4868,3.8944
70,42,6149,0.4884,3.9072
70,43,6270,0.4856,3.8848
70,44,6250,0.4676,3.7408
70,45,6346,0.476,3.808
70,46,6307,0.484,3.872
70,47,6149,0.492,3.936
70,48,6201,0.4756,3.8048
70,49,5989,0.4776,3.8208
71,0,6324,0.4892,3.9136
71,1,6107,0.494,3.952
71,2,6096,0.4904,3.9232
71,3,6097,0.4848,3.8784
71,4,6203,0.4836,3.8688
71,5,6038,0.478,3.824
71,6,6559,0.4724,3.7792
71,7,6431,0.476,3.808
71,8,6074,0.4804,3.8432
71,9,6602,0.4824,3.8592
71,10,6394,0.4664,3.7312
71,11,6193,0.48,3.84
71,12,6155,0.482,3.856
71,13,6328,0.47,3.76
71,14,6128,0.4884,3.9072
71,15,5613,0.484,3.872
71,16,6263,0.4864,3.8912
71,17,5921,0.494,3.952
71,18,6401,0.49,3.92
71,19,6333,0.4876,3.9008
71,20,6073,0.4816,3.8528
71,21,6478,0.4788,3.8304
71,22,6612,0.4668,3.7344
71,23,5865,0.4752,3.8016
71,24,6012,0.4788,3.8304
71,25,6189,0.4684,3.7472
71,26,6477,0.4744,3.7952
71,27,6237,0.4796,3.8368
71,28,6463,0.47,3.76
71,29,6275,0.4748,3.7984
71,30,6475,0.4808,3.8464
71,31,6237,0.472,3.776
71,32,6689,0.4672,3.7376
71,33,6313,0.47,3.76
71,34,6109,0.4748,3.7984
71,35,5626,0.4828,3.8624
71,36,5748,0.4836,3.8688
71,37,6143,0.4708,3.7664
71,38,6823,0.472,3.776
71,39,6164,0.4876,3.9008
71,40,6096,0.4708,3.7664
71,41,5973,0.4876,3.9008
71,42,6523,0.4696,3.7568
71,43,6124,0.4772,3.8176
71,44,5413,0.5008,4.0064
71,45,6102,0.4936,3.9488
71,46,5600,0.4872,3.8976
71,47,6142,0.4884,3.9072
71,48,5823,0.488,3.904
71,49,6321,0.4704,3.7632
72,0,6756,0.4732,3.7856
72,1,6062,0.484,3.872
72,2,6148,0.4728,3.7824
72,3,6057,0.4776,3.8208
72,4,5868,0.4808,3.8464
72,5,6352,0.482,3.856
72,6,6168,0.4864,3.8912
72,7,6301,0.4912,3.9296
72,8,6278,0.4792,3.8336
72,9,6092,0.4704,3.7632
72,10,6806,0.4716,3.7728
72,11,6537,0.4604,3.6832
72,12,6392,0.4796,3.8368
72,13,6030,0.4724,3.7792
72,14,6171,0.4788,3.8304
72,15,6131,0.4828,3.8624
72,16,6339,0.4932,3.9456
72,17,6400,0.5,4.0
72,18,5996,0.4876,3.9008
72,19,6361,0.4744,3.7952
72,20,6161,0.4704,3.7632
72,21,6116,0.486,3.888
72,22,6237,0.4784,3.8272
72,23,6008,0.4852,3.8816
72,24,6178,0.4728,3.7824
72,25,6089,0.482,3.856
72,26,6680,0.4876,3.9008
72,27,6473,0.4724,3.7792
72,28,6405,0.4712,3.7696
72,29,6899,0.466,3.728
72,30,6308,0.466,3.728
72,31,5478,0.4656,3.7248
72,32,6303,0.4704,3.7632
72,33,5913,0.4852,3.8816
72,34,6085,0.482,3.856
72,35,6618,0.4868,3.8944
72,36,5873,0.4912,3.9296
72,37,6293,0.48,3.84
72,38,5367,0.4916,3.9328
72,39,6533,0.48,3.84
72,40,6465,0.4744,3.7952
72,41,6154,0.484,3.872
72,42,6395,0.4704,3.7632
72,43,6388,0.4784,3.8272
72,44,6313,0.48,3.84
72,45,6221,0.4944,3.9552
72,46,6795,0.478,3.824
72,47,6416,0.47,3.76
72,48,6951,0.4752,3.8016
72,49,6247,0.48,3.84
73,0,6089,0.4764,3.8112
73,1,5592,0.4852,3.8816
73,2,6176,0.4732,3.7856
73,3,5808,0.488,3.904
73,4,6309,0.4796,3.8368
73,5,6305,0.4804,3.8432
73,6,6308,0.4796,3.8368
73,7,6574,0.4716,3.7728
73,8,5337,0.4864,3.8912
73,9,6314,0.4836,3.8688
73,10,6505,0.4852,3.8816
73,11,6249,0.4736,3.7888
73,12,6038,0.4832,3.8656
73,13,6338,0.4788,3.8304
73,14,6719,0.4752,3.8016
73,15,6288,0.484,3.872
73,16,6014,0.4872,3.8976
73,17,6262,0.4788,3.8304
73,18,6677,0.4704,3.7632
73,19,6134,0.4908,3.9264
73,20,6105,0.4812,3.8496
73,21,6069,0.484,3.872
73,22,5932,0.4808,3.8464
73,23,6632,0.4864,3.8912
73,24,6274,0.4652,3.7216
73,25,6493,0.4924,3.9392
73,26,6727,0.4852,3.8816
73,27,6558,0.4768,3.8144
73,28,6345,0.4732,3.7856
73,29,6014,0.4812,3.8496
73,30,6220,0.4892,3.9136
73,31,5825,0.4748,3.7984
73,32,6364,0.4828,3.8624
73,33,6380,0.476,3.808
73,34,6524,0.4712,3.7696
73,35,6909,0.4624,3.6992
73,36,5978,0.4928,3.9424
73,37,6044,0.494,3.952
73,38,6550,0.4744,3.7952
73,39,6273,0.4896,3.9168
73,40,6601,0.4948,3.9584
73,41,6082,0.506,4.048
73,42,6179,0.4736,3.7888
73,43,5863,0.4848,3.8784
73,44,6440,0.4748,3.7984
73,45,6327,0.486,3.888
73,46,6400,0.4792,3.8336
73,47,6002,0.482,3.856
73,48,6518,0.4832,3.8656
73,49,6599,0.4688,3.7504
74,0,5598,0.47,3.76
74,1,6213,0.4796,3.8368
74,2,5825,0.4936,3.9488
74,3,6224,0.4872,3.8976
74,4,6788,0.472,3.776
74,5,6338,0.484,3.872
74,6,5830,0.4776,3.8208
74,7,6594,0.464,3.712
74,8,6096,0.4948,3.9584
74,9,6384,0.4688,3.7504
74,10,5703,0.4968,3.9744
74,11,5852,0.5028,4.0224
74,12,6243,0.484,3.872
74,13,5938,0.4868,3.8944
74,14,6042,0.4876,3.9008
74,15,6573,0.4772,3.8176
74,16,6136,0.4852,3.8816
74,17,6213,0.4756,3.8048
74,18,6306,0.4772,3.8176
74,19,6809,0.4772,3.8176
74,20,5564,0.4848,3.8784
74,21,6186,0.4816,3.8528
74,22,6242,0.48,3.84
74,23,6172,0.4876,3.9008
74,24,5946,0.4788,3.8304
74,25,5907,0.4896,3.9168
74,26,6325,0.4888,3.9104
74,27,6078,0.488,3.904
74,28,6430,0.4936,3.9488
74,29,5921,0.4876,3.9008
74,30,6638,0.4744,3.7952
74,31,6243,0.4832,3.8656
74,32,5356,0.484,3.872
74,33,5907,0.4892,3.9136
74,34,5033,0.5052,4.0416
74,35,5853,0.4748,3.7984
74,36,6135,0.4764,3.8112
74,37,6158,0.4696,3.7568
74,38,6318,0.4652,3.7216
74,39,6308,0.47,3.76
74,40,6552,0.4728,3.7824
74,41,6028,0.4776,3.8208
74,42,6160,0.4836,3.8688
74,43,5588,0.5016,4.0128
74,44,6066,0.4856,3.8848
74,45,6294,0.492,3.936
74,46,6103,0.4748,3.7984
74,47,5979,0.4812,3.8496
74,48,5912,0.4924,3.9392
74,49,6033,0.4924,3.9392
75,0,6273,0.474,3.792
75,1,6240,0.4576,3.6608
75,2,5944,0.488,3.904
75,3,6204,0.4756,3.8048
75,4,6403,0.4876,3.9008
75,5,6105,0.4888,3.9104
75,6,6416,0.4772,3.8176
75,7,5987,0.4776,3.8208
75,8,6169,0.474,3.792
75,9,6099,0.4804,3.8432
75,10,6188,0.4804,3.8432
75,11,6152,0.484,3.872
75,12,5671,0.474,3.792
75,13,5817,0.4836,3.8688
75,14,6063,0.4892,3.9136
75,15,6087,0.4868,3.8944
75,16,5975,0.4844,3.8752
75,17,6252,0.4928,3.9424
75,18,6750,0.4644,3.7152
75,19,5982,0.4816,3.8528
75,20,6140,0.4964,3.9712
75,21,6507,0.4708,3.7664
75,22,6479,0.4876,3.9008
75,23,6214,0.4732,3.7856
75,24,5897,0.492,3.936
75,25,5762,0.4868,3.8944
75,26,6573,0.4828,3.8624
75,27,6043,0.4792,3.8336
75,28,6427,0.4824,3.8592
75,29,5793,0.4864,3.8912
75,30,6152,0.4952,3.9616
75,31,6636,0.4696,3.7568
75,32,5985,0.486,3.888
75,33,5704,0.502,4.016
75,34,6338,0.4764,3.8112
75,35,6277,0.4704,3.7632
75,36,6335,0.4736,3.7888
75,37,6498,0.4796,3.8368
75,38,6463,0.48,3.84
75,39,6263,0.4824,3.8592
75,40,6516,0.4676,3.7408
75,41,6329,0.4796,3.8368
75,42,6663,0.4804,3.8432
75,43,5982,0.49,3.92
75,44,6095,0.4796,3.8368
75,45,6125,0.4904,3.9232
75,46,6516,0.4684,3.7472
75,47,6326,0.494,3.952
75,48,6296,0.4788,3.8304
75,49,6473,0.4788,3.8304
76,0,6233,0.4888,3.9104
76,1,6019,0.4788,3.8304
76,2,6745,0.4692,3.7536
76,3,6301,0.476,3.808
76,4,5597,0.5004,4.0032
76,5,5832,0.4876,3.9008
76,6,6009,0.49,3.92
76,7,6301,0.4668,3.7344
76,8,5867,0.482,3.856
76,9,5684,0.5028,4.0224
76,10,6250,0.4824,3.8592
76,11,6102,0.4876,3.9008
76,12,6530,0.4764,3.8112
76,13,6461,0.4832,3.8656
76,14,6194,0.4784,3.8272
76,15,6007,0.4792,3.8336
76,16,5563,0.4896,3.9168
76,17,6604,0.4748,3.7984
76,18,6134,0.486,3.888
76,19,6160,0.4816,3.8528
76,20,5835,0.4812,3.8496
76,21,6048,0.4812,3.8496
76,22,6498,0.4628,3.7024
76,23,5624,0.4932,3.9456
76,24,6286,0.4628,3.7024
76,25,6072,0.4756,3.8048
76,26,6171,0.486,3.888
76,27,6092,0.4828,3.8624
76,28,5785,0.4952,3.9616
76,29,6179,0.4784,3.8272
76,30,6445,0.4896,3.9168
76,31,6523,0.48,3.84
76,32,6344,0.48,3.84
76,33,6421,0.48,3.84
76,34,6222,0.4852,3.8816
76,35,6523,0.4628,3.7024
76,36,6229,0.492,3.936
76,37,6193,0.4792,3.8336
76,38,6429,0.4888,3.9104
76,39,5600,0.51,4.08
76,40,5757,0.4856,3.8848
76,41,6508,0.4792,3.8336
76,42,6116,0.4864,3.8912
76,43,6044,0.4732,3.7856
76,44,5807,0.4816,3.8528
76,45,5790,0.4948,3.9584
76,46,6069,0.4864,3.8912
76,47,6398,0.4852,3.8816
76,48,6113,0.488,3.904
76,49,6240,0.4916,3.9328
77,0,5654,0.4732,3.7856
77,1,6050,0.4952,3.9616
77,2,5708,0.4876,3.9008
77,3,5999,0.4764,3.8112
77,4,6223,0.4776,3.8208
77,5,6638,0.4728,3.7824
77,6,5904,0.49,3.92
77,7,6410,0.484,3.872
77,8,6867,0.4656,3.7248
77,9,6595,0.476,3.808
77,10,6369,0.4824,3.8592
77,11,5981,0.4888,3.9104
77,12,6232,0.482,3.856
77,13,6242,0.4864,3.8912
77,14,6418,0.4852,3.8816
77,15,6207,0.4944,3.9552
77,16,5963,0.4856,3.8848
77,17,6506,0.4808,3.8464
77,18,6178,0.4772,3.8176
77,19,5668,0.49,3.92
77,20,5995,0.4904,3.9232
77,21,5811,0.488,3.904
77,22,6799,0.474,3.792
77,23,5942,0.4796,3.8368
77,24,6730,0.486,3.888
77,25,6649,0.4784,3.8272
77,26,6523,0.4764,3.8112
77,27,6242,0.482,3.856
77,28,6168,0.4848,3.8784
77,29,6196,0.4756,3.8048
77,30,6019,0.4932,3.9456
77,31,6093,0.4972,3.9776
77,32,6090,0.4892,3.9136
77,33,5855,0.482,3.856
77,34,6291,0.4796,3.8368
77,35,5975,0.4972,3.9776
77,36,5695,0.4948,3.9584
77,37,6029,0.4844,3.8752
77,38,5845,0.4852,3.8816
77,39,5793,0.4896,3.9168
77,40,5517,0.4852,3.8816
77,41,5748,0.494,3.952
77,42,6488,0.4716,3.7728
77,43,6018,0.4888,3.9104
77,44,5573,0.484,3.872
77,45,5704,0.5036,4.0288
77,46,6319,0.4736,3.7888
77,47,6055,0.4864,3.8912
77,48,6106,0.4696,3.7568
77,49,6545,0.4892,3.9136
78,0,6511,0.4832,3.8656
78,1,5958,0.4992,3.9936
78,2,6119,0.4932,3.9456
78,3,6510,0.4868,3.8944
78,4,6436,0.4804,3.8432
78,5,6367,0.4816,3.8528
78,6,6176,0.4896,3.9168
78,7,6393,0.4768,3.8144
78,8,6318,0.4696,3.7568
78,9,5931,0.4928,3.9424
78,10,5532,0.4888,3.9104
78,11,6863,0.4684,3.7472
78,12,6324,0.484,3.872
78,13,6450,0.4836,3.8688
78,14,6447,0.4904,3.9232
78,15,6338,0.4824,3.8592
78,16,6295,0.4856,3.8848
78,17,5703,0.474,3.792
78,18,6749,0.4808,3.8464
78,19,6124,0.4864,3.8912
78,20,5789,0.4788,3.8304
78,21,5731,0.494,3.952
78,22,6083,0.4924,3.9392
78,23,5954,0.4964,3.9712
78,24,6443,0.474,3.792
78,25,6730,0.464,3.712
78,26,6190,0.4728,3.7824
78,27,6177,0.4812,3.8496
78,28,6362,0.4716,3.7728
78,29,5617,0.4932,3.9456
78,30,6070,0.4748,3.7984
78,31,6358,0.484,3.872
78,32,6361,0.488,3.904
78,33,6328,0.472,3.776
78,34,6265,0.4724,3.7792
78,35,6528,0.4832,3.8656
78,36,5752,0.494,3.952
78,37,6308,0.4916,3.9328
78,38,6137,0.484,3.872
78,39,5936,0.4824,3.8592
78,40,5980,0.4848,3.8784
78,41,6463,0.49,3.92
78,42,6319,0.482,3.856
78,43,5962,0.4828,3.8624
78,44,6246,0.4776,3.8208
78,45,6468,0.4924,3.9392
78,46,6430,0.4844,3.8752
78,47,6282,0.486,3.888
78,48,6037,0.4884,3.9072
78,49,6651,0.49,3.92
79,0,6452,0.4796,3.8368
79,1,6278,0.468,3.744
79,2,5851,0.4928,3.9424
79,3,6632,0.488,3.904
79,4,6520,0.4828,3.8624
79,5,6275,0.4816,3.8528
79,6,6319,0.484,3.872
79,7,5976,0.496,3.968
79,8,6139,0.49,3.92
79,9,6216,0.4912,3.9296
79,10,6062,0.4912,3.9296
79,11,6284,0.4976,3.9808
79,12,6463,0.4816,3.8528
79,13,6176,0.484,3.872
79,14,5877,0.492,3.936
79,15,6181,0.4808,3.8464
79,16,5781,0.4908,3.9264
79,17,6087,0.4924,3.9392
79,18,5699,0.4948,3.9584
79,19,6043,0.4976,3.9808
79,20,6057,0.5032,4.0256
79,21,6112,0.4804,3.8432
79,22,5830,0.4956,3.9648
79,23,6497,0.4684,3.7472
79,24,6375,0.4688,3.7504
79,25,5811,0.4888,3.9104
79,26,6283,0.4704,3.7632
79,27,5844,0.4944,3.9552
79,28,6179,0.4928,3.9424
79,29,5662,0.488,3.904
79,30,6234,0.4928,3.9424
79,31,5867,0.4812,3.8496
79,32,5565,0.472,3.776
79,33,6617,0.4684,3.7472
79,34,6396,0.4688,3.7504
79,35,5783,0.4776,3.8208
79,36,6552,0.4856,3.8848
79,37,6300,0.4812,3.8496
79,38,6230,0.4956,3.9648
79,39,6142,0.4844,3.8752
79,40,6449,0.4928,3.9424
79,41,5867,0.4832,3.8656
79,42,6315,0.4844,3.8752
79,43,6399,0.4888,3.9104
79,44,6183,0.4872,3.8976
79,45,6228,0.4972,3.9776
79,46,6121,0.468,3.744
79,47,6290,0.4636,3.7088
79,48,5951,0.4864,3.8912
79,49,6058,0.4948,3.9584
80,0,6302,0.4796,3.8368
80,1,5762,0.5028,4.0224
80,2,5627,0.47,3.76
80,3,6057,0.4684,3.7472
80,4,6055,0.4884,3.9072
80,5,5732,0.4864,3.8912
80,6,6112,0.4844,3.8752
80,7,5885,0.4968,3.9744
80,8,6120,0.4804,3.8432
80,9,5825,0.4864,3.8912
80,10,5516,0.49,3.92
80,11,6287,0.4896,3.9168
80,12,5886,0.4904,3.9232
80,13,6153,0.4748,3.7984
80,14,5887,0.488,3.904
80,15,6265,0.4724,3.7792
80,16,6041,0.48,3.84
80,17,5414,0.4932,3.9456
80,18,6087,0.4824,3.8592
80,19,6217,0.4896,3.9168
80,20,6187,0.4768,3.8144
80,21,5839,0.488,3.904
80,22,6293,0.494,3.952
80,23,6037,0.4892,3.9136
80,24,6530,0.4848,3.8784
80,25,6277,0.4764,3.8112
80,26,6132,0.47,3.76
80,27,6499,0.4808,3.8464
80,28,6581,0.4716,3.7728
80,29,6254,0.466,3.728
80,30,6217,0.5016,4.0128
80,31,6985,0.4708,3.7664
80,32,6368,0.4816,3.8528
80,33,6118,0.4776,3.8208
80,34,6170,0.4792,3.8336
80,35,6092,0.4716,3.7728
80,36,6462,0.4732,3.7856
80,37,5991,0.4776,3.8208
80,38,6168,0.4936,3.9488
80,39,5912,0.4908,3.9264
80,40,6004,0.4916,3.9328
80,41,6211,0.4728,3.7824
80,42,5976,0.4824,3.8592
80,43,6552,0.49,3.92
80,44,5787,0.4824,3.8592
80,45,5945,0.4744,3.7952
80,46,6168,0.4792,3.8336
80,47,5920,0.4856,3.8848
80,48,6375,0.48,3.84
80,49,6085,0.504,4.032
81,0,6091,0.49,3.92
81,1,6553,0.4804,3.8432
81,2,5901,0.4856,3.8848
81,3,5940,0.4828,3.8624
81,4,5776,0.4784,3.8272
81,5,6480,0.49,3.92
81,6,6325,0.49,3.92
81,7,6664,0.4784,3.8272
81,8,6021,0.4696,3.7568
81,9,5974,0.4944,3.9552
81,10,5674,0.486,3.888
81,11,6089,0.4864,3.8912
81,12,5774,0.492,3.936
81,13,6025,0.4912,3.9296
81,14,6128,0.4872,3.8976
81,15,6235,0.4844,3.8752
81,16,6122,0.4804,3.8432
81,17,5785,0.4816,3.8528
81,18,6288,0.482,3.856
81,19,5971,0.4908,3.9264
81,20,6165,0.468,3.744
81,21,6501,0.4688,3.7504
81,22,6490,0.4936,3.9488
81,23,6258,0.4832,3.8656
81,24,6068,0.4876,3.9008
81,25,5977,0.4864,3.8912
81,26,6453,0.4788,3.8304
81,27,5629,0.4948,3.9584
81,28,6367,0.4756,3.8048
81,29,6335,0.4804,3.8432
81,30,5811,0.4816,3.8528
81,31,5813,0.4676,3.7408
81,32,5943,0.482,3.856
81,33,5989,0.4828,3.8624
81,34,6420,0.4768,3.8144
81,35,6532,0.4812,3.8496
81,36,5822,0.4888,3.9104
81,37,5843,0.4816,3.8528
81,38,6332,0.4872,3.8976
81,39,6271,0.4748,3.7984
81,40,6161,0.486,3.888
81,41,6141,0.4848,3.8784
81,42,5879,0.4912,3.9296
81,43,6070,0.4848,3.8784
81,44,5521,0.4912,3.9296
81,45,5789,0.498,3.984
81,46,5680,0.4944,3.9552
81,47,5706,0.4812,3.8496
81,48,5937,0.502,4.016
81,49,5854,0.4936,3.9488
82,0,6161,0.4784,3.8272
82,1,6215,0.4804,3.8432
82,2,6061,0.4976,3.9808
82,3,6194,0.4688,3.7504
82,4,6379,0.4904,3.9232
82,5,6567,0.4636,3.7088
82,6,5793,0.4888,3.9104
82,7,6479,0.4856,3.8848
82,8,6366,0.4784,3.8272
82,9,6129,0.4952,3.9616
82,10,6228,0.4844,3.8752
82,11,6421,0.4808,3.8464
82,12,6204,0.4772,3.8176
82,13,5524,0.4872,3.8976
82,14,5805,0.4868,3.8944
82,15,6267,0.476,3.808
82,16,6365,0.4892,3.9136
82,17,6242,0.4812,3.8496
82,18,6081,0.4824,3.8592
82,19,5874,0.4916,3.9328
82,20,6030,0.4816,3.8528
82,21,6034,0.4824,3.8592
82,22,6466,0.4896,3.9168
82,23,6000,0.4892,3.9136
82,24,6261,0.4884,3.9072
82,25,5891,0.4964,3.9712
82,26,5647,0.4964,3.9712
82,27,6176,0.4808,3.8464
82,28,6053,0.4784,3.8272
82,29,5867,0.4904,3.9232
82,30,5987,0.4964,3.9712
82,31,6474,0.4728,3.7824
82,32,6110,0.4916,3.9328
82,33,6214,0.4788,3.8304
82,34,5902,0.4852,3.8816
82,35,6294,0.4856,3.8848
82,36,5986,0.482,3.856
82,37,5092,0.4992,3.9936
82,38,6108,0.4776,3.8208
82,39,6364,0.4824,3.8592
82,40,6224,0.4896,3.9168
82,41,6106,0.4884,3.9072
82,42,6344,0.4912,3.9296
82,43,5974,0.4876,3.9008
82,44,6191,0.488,3.904
82,45,5887,0.5036,4.0288
82,46,5924,0.4872,3.8976
82,47,6203,0.494,3.952
82,48,6278,0.4756,3.8048
82,49,6047,0.4924,3.9392
83,0,6359,0.4756,3.8048
83,1,5707,0.4832,3.8656
83,2,5655,0.494,3.952
83,3,5890,0.4864,3.8912
83,4,5963,0.4968,3.9744
83,5,6268,0.488,3.904
83,6,5951,0.484,3.872
83,7,6173,0.4936,3.9488
83,8,6288,0.4808,3.8464
83,9,6170,0.4756,3.8048
83,10,6055,0.4868,3.8944
83,11,5533,0.4968,3.9744
83,12,6382,0.4852,3.8816
83,13,5780,0.4792,3.8336
83,14,6107,0.488,3.904
83,15,5981,0.4936,3.9488
83,16,6040,0.4812,3.8496
83,17,6404,0.472,3.776
83,18,6140,0.4996,3.9968
83,19,5999,0.4988,3.9904
83,20,6219,0.4816,3.8528
83,21,6296,0.4804,3.8432
83,22,5773,0.494,3.952
83,23,6179,0.4856,3.8848
83,24,5752,0.4972,3.9776
83,25,5713,0.4972,3.9776
83,26,6132,0.4792,3.8336
83,27,5810,0.486,3.888
83,28,6767,0.47,3.76
83,29,6663,0.4708,3.7664
83,30,6144,0.494,3.952
83,31,6122,0.4736,3.7888
83,32,5822,0.4876,3.9008
83,33,6124,0.4944,3.9552
83,34,6596,0.4716,3.7728
83,35,6376,0.4812,3.8496
83,36,5986,0.4796,3.8368
83,37,6052,0.5016,4.0128
83,38,6700,0.4792,3.8336
83,39,6554,0.4912,3.9296
83,40,6340,0.4984,3.9872
83,41,5615,0.4896,3.9168
83,42,5621,0.4976,3.9808
83,43,6006,0.4932,3.9456
83,44,5948,0.4784,3.8272
83,45,6061,0.4896,3.9168
83,46,6534,0.4756,3.8048
83,47,6706,0.4832,3.8656
83,48,6437,0.4844,3.8752
83,49,5666,0.4768,3.8144
84,0,6380,0.49,3.92
84,1,6215,0.48,3.84
84,2,5508,0.486,3.888
84,3,5685,0.4868,3.8944
